person_id,firstname,lastname,dob
899,David,"Della Rocco",NULL
900,Billy,Connolly,NULL
901,David,Ferry,NULL
902,Brian,Mahoney,NULL
903,Bob,Marley,NULL
904,Richard,Fitzpatrick,NULL
905,William,Young,NULL
906,Robert,Pemberton,NULL
907,Bill,Craig,NULL
908,Dot,Jones,NULL
909,Scott,Griffith,NULL
910,Layton,Morrison,NULL
911,James,Binkley,NULL
912,Matthew,Chaffee,NULL
913,Robert,Eaton,NULL
914,Kym,Kristalie,NULL
915,Gerard,Parkes,NULL
916,Peter,Windrem,NULL
917,Elizabeth,Saunders,NULL
918,Jonathan,Higgins,NULL
919,Anthony,Chrysostom,NULL
920,Lizz,Alexander,NULL
921,Derek,Murchie,NULL
922,Carlo,Rota,NULL
923,Ron,Jeremy,NULL
924,Tom,Barnett,NULL
925,Glen,"Marc Silot",NULL
926,Victor,Pedtrchenko,NULL
927,Lauren,Piech,NULL
928,Gina,Sorell,NULL
929,Jeanna,Fine,NULL
930,Sergio,"Di Zio",NULL
931,Angelo,Tucci,NULL
932,Jimmy,Tingle,NULL
933,Dick,Callahan,NULL
934,Moris,Santia,NULL
935,Carmen,DiStefano,NULL
936,Darren,Marsman,NULL
937,Christopher,Flockton,NULL
938,Roberta,Angelica,NULL
939,Markus,Parilo,NULL
940,Gary,Nicholson,NULL
941,Joe,Pingue,NULL
942,Kevin,Chapman,NULL
943,Nicholas,Pasco,NULL
944,Pat,Riccio,NULL
945,Chris,Brinker,NULL
946,Don,Carmody,NULL
947,Nathan,Amondson,NULL
948,Taylor,Duffy,NULL
949,John,Ferus,NULL
950,Ryan,Parks,NULL
951,Aleksandar,Petko,NULL
952,Todd,Schroeder,NULL
953,Michael,Yavnielli,NULL
954,Nicholaus,Goossen,NULL
955,Barry,Wernick,NULL
956,Allen,Covert,NULL
957,Nick,Swardson,NULL
958,Linda,Cardellini,NULL
959,Peter,Dante,NULL
960,Shirley,Jones,NULL
961,Shirley,Knight,NULL
962,Joel,Moore,NULL
963,Kevin,Nealon,NULL
964,Doris,Roberts,NULL
965,Jonah,Hill,NULL
966,Kelvin,Yu,NULL
967,Chuck,Church,NULL
968,Scott,Halberstadt,NULL
969,Heidi,Hawking,NULL
970,Shana,Hiatt,NULL
971,Todd,Holland,NULL
972,John,Kirk,NULL
973,Geno,Kirkland,NULL
974,Joe,Koons,NULL
975,Bryan,Ling,NULL
976,Ross,Mark,NULL
977,Katherine,"Ann McGregor",NULL
978,Kevin,Nash,NULL
979,Abdoulaye,NGom,NULL
980,Jen,"Sung Outerbridge",NULL
981,Evan,Paley,NULL
982,Randal,Reeder,NULL
983,Bryan,Ross,NULL
984,Rob,Schneider,NULL
985,David,Spade,NULL
986,Stryker,,NULL
987,Natalie,Walk,NULL
988,Harry,"The Chimp",NULL
989,Aldo,Gonzalez,NULL
990,Brian,Nolen,NULL
991,Frank,Coraci,NULL
992,Shane,Houston,NULL
993,Spencer,Jambor,NULL
994,Tony,Kaye,NULL
995,David,McKenna,NULL
996,Edward,Norton,NULL
997,Edward,Furlong,NULL
998,Avery,Brooks,NULL
999,Jennifer,Lien,NULL
1000,Stacy,Keach,NULL
